0	9956	44	0
1	9947	52	1
2	9938	61	1
3	9936	63	1
4	9925	73	2
5	9917	81	2
6	9919	77	4
7	9910	86	4
8	9904	92	4
9	9901	94	5
10	9884	111	5
11	9868	127	5
12	9854	141	5
13	9846	147	7
14	9836	156	8
15	9817	175	8
16	9798	194	8
17	9779	212	9
18	9779	212	9
19	9747	242	11
20	9716	271	13
21	9672	313	15
22	9631	352	17
23	9592	389	19
24	9564	413	23
25	9511	465	24
26	9460	513	27
27	9415	556	29
28	9346	623	31
29	9284	683	33
30	9216	748	36
31	9138	818	44
32	9061	893	46
33	9004	944	52
34	8929	1010	61
35	8802	1132	66
36	8689	1241	70
37	8591	1321	88
38	8517	1389	94
39	8422	1475	103
40	8355	1530	115
41	8235	1646	119
42	8124	1744	132
43	7972	1887	141
44	7826	2019	155
45	7681	2147	172
46	7560	2263	177
47	7452	2354	194
48	7375	2417	208
49	7220	2558	222
50	7085	2679	236
51	6902	2847	251
52	6775	2956	269
53	6669	3047	284
54	6547	3141	312
55	6410	3256	334
56	6293	3360	347
57	6202	3427	371
58	6348	3258	394
59	6500	3090	410
60	6587	2992	421
61	6656	2906	438
62	6753	2789	458
63	6847	2675	478
64	6879	2622	499
65	6962	2522	516
66	7024	2436	540
67	7075	2376	549
68	7152	2287	561
69	7214	2212	574
70	7266	2146	588
71	7327	2070	603
72	7377	2007	616
73	7433	1941	626
74	7472	1888	640
75	7535	1811	654
76	7560	1781	659
77	7571	1756	673
78	7605	1711	684
79	7667	1639	694
80	7700	1592	708
81	7717	1558	725
82	7764	1496	740
83	7815	1433	752
84	7831	1408	761
85	7845	1384	771
86	7758	1462	780
87	7669	1536	795
88	7591	1608	801
89	7523	1667	810
90	7440	1736	824
91	7379	1791	830
92	7294	1868	838
93	7218	1933	849
94	7137	2003	860
95	7042	2085	873
96	6969	2139	892
97	6869	2228	903
98	6782	2308	910
99	6712	2368	920
100	6593	2470	937
101	6520	2529	951
102	6433	2592	975
103	6341	2667	992
104	6242	2750	1008
105	6161	2819	1020
106	6070	2889	1041
107	5968	2982	1050
108	5908	3019	1073
109	5878	3034	1088
110	5842	3055	1103
111	5828	3046	1126
112	5753	3101	1146
113	5893	2944	1163
114	6009	2808	1183
115	6128	2666	1206
116	6205	2568	1227
117	6263	2496	1241
118	6354	2389	1257
119	6421	2311	1268
120	6500	2222	1278
121	6581	2130	1289
122	6649	2049	1302
123	6700	1985	1315
124	6777	1897	1326
125	6854	1804	1342
126	6862	1788	1350
127	6898	1739	1363
128	6915	1714	1371
129	6952	1667	1381
130	6997	1615	1388
131	7083	1516	1401
132	7092	1499	1409
133	7108	1474	1418
134	7131	1435	1434
135	7156	1401	1443
136	7197	1347	1456
137	7239	1297	1464
138	7257	1270	1473
139	7195	1329	1476
140	7147	1372	1481
141	7070	1440	1490
142	6988	1512	1500
143	6956	1534	1510
144	6871	1611	1518
145	6794	1682	1524
146	6749	1720	1531
147	6687	1774	1539
148	6638	1811	1551
149	6539	1902	1559
150	6485	1946	1569
151	6439	1978	1583
152	6346	2058	1596
153	6295	2098	1607
154	6202	2175	1623
155	6128	2237	1635
156	6080	2274	1646
157	6051	2290	1659
158	6005	2317	1678
159	5965	2342	1693
160	5921	2364	1715
161	5864	2407	1729
162	5837	2424	1739
163	5777	2472	1751
164	5723	2518	1759
165	5690	2531	1779
166	5633	2577	1790
167	5601	2596	1803
168	5531	2646	1823
169	5481	2681	1838
170	5466	2677	1857
171	5481	2653	1866
172	5460	2663	1877
173	5417	2687	1896
174	5444	2646	1910
175	5392	2686	1922
176	5356	2707	1937
177	5321	2727	1952
178	5315	2717	1968
179	5300	2714	1986
180	5261	2737	2002
181	5250	2728	2022
182	5257	2703	2040
183	5282	2663	2055
184	5273	2659	2068
185	5270	2647	2083
186	5292	2611	2097
187	5304	2579	2117
188	5276	2589	2135
189	5259	2580	2161
190	5259	2562	2179
191	5222	2590	2188
192	5218	2581	2201
193	5161	2619	2220
194	5158	2606	2236
195	5136	2615	2249
196	5125	2604	2271
197	5076	2630	2294
198	5084	2604	2312
199	5107	2567	2326
200	5097	2561	2342
201	5103	2535	2362
202	5119	2511	2370
203	5087	2521	2392
204	5096	2495	2409
205	5098	2474	2428
206	5055	2501	2444
207	5066	2472	2462
208	5073	2448	2479
209	5042	2461	2497
210	5046	2443	2511
211	5019	2451	2530
212	5033	2427	2540
213	4998	2450	2552
214	4991	2443	2566
215	4970	2451	2579
216	4967	2439	2594
217	4937	2450	2613
218	4902	2474	2624
219	4881	2476	2643
220	4834	2506	2660
221	4825	2501	2674
222	4835	2472	2693
223	4834	2465	2701
224	4868	2422	2710
225	4845	2430	2725
226	4846	2412	2742
227	4806	2440	2754
228	4820	2410	2770
229	4823	2396	2781
230	4833	2370	2797
231	4847	2340	2813
232	4813	2367	2820
233	4837	2327	2836
234	4824	2322	2854
235	4819	2314	2867
236	4808	2316	2876
237	4803	2303	2894
238	4807	2285	2908
239	4799	2276	2925
240	4815	2245	2940
241	4796	2249	2955
242	4813	2216	2971
243	4807	2199	2994
244	4823	2171	3006
245	4794	2190	3016
246	4798	2171	3031
247	4804	2159	3037
248	4812	2137	3051
249	4808	2132	3060
250	4807	2121	3072
251	4780	2135	3085
252	4761	2142	3097
253	4755	2138	3107
254	4760	2119	3121
255	4743	2124	3133
256	4756	2101	3143
257	4750	2091	3159
258	4747	2081	3172
259	4737	2083	3180
260	4745	2067	3188
261	4769	2025	3206
262	4781	2000	3219
263	4793	1971	3236
264	4771	1979	3250
265	4837	1908	3255
266	4842	1888	3270
267	4825	1898	3277
268	4814	1899	3287
269	4803	1898	3299
270	4809	1878	3313
271	4804	1875	3321
272	4801	1868	3331
273	4785	1874	3341
274	4786	1861	3353
275	4752	1886	3362
276	4746	1881	3373
277	4742	1869	3389
278	4734	1865	3401
279	4720	1869	3411
280	4712	1860	3428
281	4707	1853	3440
282	4701	1847	3452
283	4713	1827	3460
284	4704	1828	3468
285	4671	1848	3481
286	4669	1838	3493
287	4670	1830	3500
288	4628	1866	3506
289	4668	1815	3517
290	4643	1823	3534
291	4619	1828	3553
292	4621	1819	3560
293	4621	1806	3573
294	4610	1803	3587
295	4646	1758	3596
296	4616	1780	3604
297	4599	1781	3620
298	4611	1755	3634
299	4609	1750	3641
300	4602	1748	3650
301	4651	1685	3664
302	4649	1674	3677
303	4679	1629	3692
304	4718	1584	3698
305	4753	1543	3704
306	4800	1488	3712
307	4776	1498	3726
308	4818	1448	3734
309	4823	1432	3745
310	4869	1379	3752
311	4883	1357	3760
312	4924	1308	3768
313	4927	1298	3775
314	4964	1251	3785
315	4986	1222	3792
316	5003	1199	3798
317	5037	1157	3806
318	5042	1141	3817
319	5073	1104	3823
320	5089	1080	3831
321	5102	1059	3839
322	5110	1049	3841
323	5130	1023	3847
324	5144	1006	3850
325	5171	969	3860
326	5172	961	3867
327	5189	937	3874
328	5172	945	3883
329	5198	914	3888
330	5198	902	3900
331	5223	872	3905
332	5239	847	3914
333	5231	850	3919
334	5231	845	3924
335	5253	821	3926
336	5245	823	3932
337	5247	815	3938
338	5225	833	3942
339	5245	809	3946
340	5278	772	3950
341	5285	759	3956
342	5296	746	3958
343	5302	727	3971
344	5290	734	3976
345	5298	721	3981
346	5312	704	3984
347	5319	695	3986
348	5340	668	3992
349	5319	687	3994
350	5312	692	3996
351	5311	687	4002
352	5310	685	4005
353	5310	682	4008
354	5320	668	4012
355	5329	650	4021
356	5323	655	4022
357	5316	658	4026
358	5333	639	4028
359	5325	645	4030
360	5319	648	4033
361	5333	631	4036
362	5333	628	4039
363	5330	629	4041
364	5348	606	4046
365	5344	608	4048
366	5349	601	4050
367	5362	587	4051
368	5380	564	4056
369	5381	558	4061
370	5381	554	4065
371	5371	556	4073
372	5378	546	4076
373	5381	540	4079
374	5373	545	4082
375	5371	544	4085
376	5370	542	4088
377	5381	529	4090
378	5390	518	4092
379	5407	498	4095
380	5420	481	4099
381	5435	462	4103
382	5433	462	4105
383	5416	474	4110
384	5410	479	4111
385	5419	467	4114
386	5403	479	4118
387	5410	468	4122
388	5417	455	4128
389	5431	437	4132
390	5446	421	4133
391	5459	404	4137
392	5467	394	4139
393	5470	389	4141
394	5473	384	4143
395	5466	389	4145
396	5481	371	4148
397	5478	369	4153
398	5480	365	4155
399	5478	366	4156
400	5471	369	4160
401	5490	347	4163
402	5500	336	4164
403	5485	349	4166
404	5479	354	4167
405	5487	343	4170
406	5482	347	4171
407	5485	343	4172
408	5496	332	4172
409	5503	322	4175
410	5510	312	4178
411	5519	301	4180
412	5525	292	4183
413	5532	285	4183
414	5518	298	4184
415	5513	301	4186
416	5512	301	4187
417	5504	306	4190
418	5506	304	4190
419	5507	303	4190
420	5514	295	4191
421	5498	309	4193
422	5506	301	4193
423	5514	291	4195
424	5539	265	4196
425	5537	263	4200
426	5542	258	4200
427	5543	257	4200
428	5535	263	4202
429	5539	258	4203
430	5546	251	4203
431	5540	255	4205
432	5541	251	4208
433	5546	245	4209
434	5544	246	4210
435	5558	230	4212
436	5554	233	4213
437	5556	229	4215
438	5558	224	4218
439	5552	228	4220
440	5560	219	4221
441	5564	215	4221
442	5567	208	4225
443	5556	219	4225
444	5559	215	4226
445	5549	223	4228
446	5553	218	4229
447	5569	200	4231
448	5566	202	4232
449	5572	196	4232
450	5571	196	4233
451	5590	177	4233
452	5596	171	4233
453	5608	158	4234
454	5616	148	4236
455	5619	144	4237
456	5627	136	4237
457	5625	137	4238
458	5631	130	4239
459	5639	121	4240
